id,tract_fips,description,dominant_race,income,income_bucket,pct_white,pct_black,pct_hispanic,pct_asian,vacancy_rate,amenity_bucket,city,description_version,centroid_lat,centroid_lon
802,48113014138,"Neighborhood 48113014138 is an urban neighborhood. The population is approximately 4,063 residents. The largest racial group is Asian at 54.5%, with a notable White population at 25.9%. The median household income is $103,505. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,103505,upper_middle,25.91681023873985,9.18040856509968,10.435638690622692,54.49175486094019,0.1140309713749413,commercial_mixed,Dallas,real_data_v1,32.898708146753435,-96.9343198597617
3651,6085508306,"Neighborhood 6085508306 is an urban neighborhood. The population is approximately 3,130 residents. The largest racial group is Asian at 59.2%, with a notable White population at 30.7%. The median household income is $221,250. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,221250,high,30.670926517571885,2.492012779552716,9.712460063897764,59.23322683706071,0.014827018121911,commercial_mixed,San Jose,real_data_v1,37.34713270850982,-122.03673470423745
2593,6001405800,"Neighborhood 6001405800 is an urban neighborhood. The population is approximately 4,182 residents. The largest racial group is Asian at 43.4%, with a notable Hispanic population at 20.7%. The median household income is $67,222. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,67222,middle,15.064562410329984,20.32520325203252,20.65997130559541,43.40028694404591,0.0693481276005547,commercial_mixed,Oakland,real_data_v1,37.79394517147424,-122.23309854192962
3645,6085512001,"Neighborhood 6085512001 is an urban neighborhood. The population is approximately 6,384 residents. The largest racial group is Asian at 49.3%, with a notable White population at 26.8%. The median household income is $192,176. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,192176,high,26.801378446115287,3.508771929824561,14.943609022556393,49.32644110275689,0.0070308274743104,commercial_mixed,San Jose,real_data_v1,37.256860043504695,-121.76809987943749
2644,6001444200,"Neighborhood 6001444200 is an urban neighborhood. The population is approximately 6,782 residents. The largest racial group is Asian at 41.7%, with a notable Hispanic population at 30.2%. The median household income is $161,307. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,161307,high,26.290179887938663,1.7841344736066058,30.21232674727219,41.72810380418756,0.0,commercial_mixed,Oakland,real_data_v1,37.542543435761296,-122.04572826570802
2638,6001443001,"Neighborhood 6001443001 is an urban neighborhood. The population is approximately 2,762 residents. The neighborhood is racially diverse with no single majority group — Asian (37.0%), Hispanic (32.2%), White (22.9%). The median household income is $149,803. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,149803,high,22.88196958725561,4.887762490948588,32.15061549601737,37.03837798696596,0.0544217687074829,commercial_mixed,Oakland,real_data_v1,37.51842189300034,-121.9515238299925
1202,48201350101,"Neighborhood 48201350101 is an urban neighborhood. The population is approximately 5,010 residents. The largest racial group is Asian at 51.1%, with a notable Black population at 27.4%. The median household income is $59,195. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,59195,lower_middle,6.24750499001996,27.4251497005988,16.94610778443114,51.1377245508982,0.0,commercial_mixed,Houston,real_data_v1,29.569693206115065,-95.20795856919143
2613,6001441503,"Neighborhood 6001441503 is an urban neighborhood. The population is approximately 7,416 residents. Approximately 84.5% of residents identify as Asian. The median household income is $221,094. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,221094,high,7.982740021574973,0.2427184466019417,4.314994606256742,84.50647249190939,0.0865888038662907,commercial_mixed,Oakland,real_data_v1,37.504366171611,-122.0327818716345
2602,6001441926,"Neighborhood 6001441926 is an urban neighborhood. The population is approximately 4,210 residents. The largest racial group is Asian at 54.7%, with a notable Hispanic population at 24.7%. The median household income is $112,941. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,112941,upper_middle,17.695961995249405,3.847980997624703,24.655581947743467,54.679334916864605,0.0126429861529199,commercial_mixed,Oakland,real_data_v1,37.54081202796327,-121.97872003206852
3598,6085503305,"Neighborhood 6085503305 is an urban neighborhood. The population is approximately 5,854 residents. The largest racial group is Asian at 53.4%, with a notable Hispanic population at 40.6%. The median household income is $86,629. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,86629,upper_middle,8.38742740006833,1.383669285958319,40.57055005124701,53.3993850358729,0.0,commercial_mixed,San Jose,real_data_v1,37.31987375959229,-121.81468001086776
3636,6085507705,"Neighborhood 6085507705 is an urban neighborhood. The population is approximately 4,092 residents. The largest racial group is Asian at 57.8%, with a notable White population at 33.6%. The median household income is $250,001. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,250001,high,33.577712609970675,0.3421309872922776,6.622678396871945,57.82013685239493,0.0893470790378006,commercial_mixed,San Jose,real_data_v1,37.31005359129202,-122.07792897452453
3624,6085504314,"Neighborhood 6085504314 is an urban neighborhood. The population is approximately 4,745 residents. Approximately 68.8% of residents identify as Asian. The median household income is $165,714. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,165714,high,12.160168598524765,5.268703898840886,11.949420442571128,68.76712328767123,0.0146412884333821,commercial_mixed,San Jose,real_data_v1,37.40182437217754,-121.85482544294102
3595,6085512055,"Neighborhood 6085512055 is an urban neighborhood. The population is approximately 3,532 residents. The largest racial group is Asian at 53.1%, with a notable Hispanic population at 24.5%. The median household income is $108,393. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,108393,upper_middle,15.175537938844846,8.663646659116647,24.518686296715742,53.11438278595696,0.0562162162162162,commercial_mixed,San Jose,real_data_v1,37.2697737851634,-121.83575682222671
2600,6001436100,"Neighborhood 6001436100 is an urban neighborhood. The population is approximately 5,765 residents. The neighborhood is racially diverse with no single majority group — Asian (32.6%), Hispanic (32.1%), White (30.9%). The median household income is $104,531. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,104531,upper_middle,30.928013876843018,4.353859496964441,32.142237640936685,32.55854293148309,0.045505617977528,commercial_mixed,Oakland,real_data_v1,37.67174953966519,-122.12362405161088
3632,6085505202,"Neighborhood 6085505202 is an urban neighborhood. The population is approximately 7,912 residents. The neighborhood is racially diverse with no single majority group — Asian (39.2%), White (34.8%), Hispanic (22.8%). The median household income is $121,944. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,121944,high,34.75733063700708,1.327098078867543,22.788169868554096,39.23154701718908,0.0623730780388743,community_rich,San Jose,real_data_v1,37.37029439480448,-121.96066952226636
3621,6085506204,"Neighborhood 6085506204 is an urban neighborhood. The population is approximately 5,546 residents. Approximately 63.6% of residents identify as Asian. The median household income is $188,047. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,188047,high,22.5207356653444,3.534078615218175,7.464839523981248,63.559322033898304,0.1099640933572711,commercial_mixed,San Jose,real_data_v1,37.31359487625496,-121.98638138027968
3644,6085509106,"Neighborhood 6085509106 is an urban neighborhood. The population is approximately 4,264 residents. The largest racial group is Asian at 40.9%, with a notable White population at 40.8%. The median household income is $142,727. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,142727,high,40.83020637898687,0.797373358348968,21.294559099437148,40.85365853658536,0.0425943852855759,commercial_mixed,San Jose,real_data_v1,37.378605112336224,-122.05046583554572
1403,6037211802,"Neighborhood 6037211802 is an urban neighborhood. The population is approximately 4,575 residents. The largest racial group is Asian at 43.0%, with a notable Hispanic population at 37.9%. The median household income is $50,090. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,50090,lower_middle,24.78688524590164,3.344262295081967,37.87978142076503,43.03825136612021,0.1187065083913221,commercial_mixed,Los Angeles,real_data_v1,34.063537425258936,-118.30472541007364
2392,36047025000,"Neighborhood 36047025000 is an urban neighborhood. The population is approximately 1,712 residents. Approximately 60.9% of residents identify as Asian. The median household income is $51,875. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,51875,lower_middle,9.170560747663552,0.4672897196261681,31.308411214953267,60.86448598130841,0.105177993527508,commercial_mixed,New York,real_data_v1,40.62362576503031,-73.99583821672752
3638,6085503126,"Neighborhood 6085503126 is an urban neighborhood. The population is approximately 3,770 residents. The largest racial group is Asian at 47.7%, with a notable White population at 35.4%. The median household income is $136,865. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,136865,high,35.38461538461539,6.153846153846154,29.07161803713528,47.6657824933687,0.09198606271777,commercial_mixed,San Jose,real_data_v1,37.29530165037927,-121.8591567296503
2625,6001443105,"Neighborhood 6001443105 is an urban neighborhood. The population is approximately 4,668 residents. Approximately 84.7% of residents identify as Asian. The median household income is $225,795. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,225795,high,11.075407026563838,0.4284490145672665,2.120822622107969,84.72579263067695,0.0221476510067114,community_rich,Oakland,real_data_v1,37.52183553654816,-121.93225636378884
3663,6085505013,"Neighborhood 6085505013 is an urban neighborhood. The population is approximately 5,965 residents. Approximately 65.4% of residents identify as Asian. The median household income is $185,227. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,185227,high,19.010896898575023,0.6035205364626991,14.60184409052808,65.4149203688181,0.0314419949403686,commercial_mixed,San Jose,real_data_v1,37.40738813723793,-121.93913126824216
3665,6085506203,"Neighborhood 6085506203 is an urban neighborhood. The population is approximately 6,127 residents. Approximately 63.2% of residents identify as Asian. The median household income is $130,735. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,130735,high,19.76497470213808,0.7834176595397421,16.696588868940754,63.24465480659377,0.0685618729096989,commercial_mixed,San Jose,real_data_v1,37.32065220110256,-121.98293002394465
3649,6085504414,"Neighborhood 6085504414 is an urban neighborhood. The population is approximately 5,296 residents. Approximately 81.7% of residents identify as Asian. The median household income is $167,772. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,167772,high,12.292296072507552,0.3209969788519637,3.927492447129909,81.70317220543807,0.0462427745664739,commercial_mixed,San Jose,real_data_v1,37.4404254573615,-121.8966446634745
3602,6085508601,"Neighborhood 6085508601 is an urban neighborhood. The population is approximately 3,892 residents. The largest racial group is Asian at 51.2%, with a notable White population at 32.4%. The median household income is $196,731. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,196731,high,32.42548818088387,0.0,16.109969167523126,51.181911613566285,0.0330857528696826,commercial_mixed,San Jose,real_data_v1,37.37593238431127,-122.0410018543967
2631,6001442301,"Neighborhood 6001442301 is an urban neighborhood. The population is approximately 5,397 residents. The largest racial group is Asian at 57.8%, with a notable White population at 28.1%. The median household income is $148,590. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,148590,high,28.14526588845655,2.371687974800816,14.711876968686308,57.82842319807301,0.0205523442517662,commercial_mixed,Oakland,real_data_v1,37.52778096890594,-121.96134078442653
1415,6037408134,"Neighborhood 6037408134 is an urban neighborhood. The population is approximately 2,823 residents. The largest racial group is Asian at 57.4%, with a notable Hispanic population at 30.1%. The median household income is $123,542. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,123542,high,19.16400991852639,0.8855827134254338,30.14523556500177,57.421183138505135,0.0311418685121107,commercial_mixed,Los Angeles,real_data_v1,34.022450726918485,-117.89808120426646
1410,6037554521,"Neighborhood 6037554521 is an urban neighborhood. The population is approximately 6,149 residents. The largest racial group is Asian at 43.6%, with a notable White population at 25.6%. The median household income is $109,756. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,109756,upper_middle,25.63018376971865,11.953163115953814,19.629208001301024,43.56805984712962,0.0234297108673978,commercial_mixed,Los Angeles,real_data_v1,33.8718897922364,-118.0996830133837
3629,6085503325,"Neighborhood 6085503325 is an urban neighborhood. The population is approximately 4,391 residents. Approximately 65.1% of residents identify as Asian. The median household income is $172,955. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,172955,high,16.738783876110226,1.7535868822591665,25.666135276702345,65.0649054884992,0.0155709342560553,commercial_mixed,San Jose,real_data_v1,37.32067671148415,-121.7888418245716
1203,48201314402,"Neighborhood 48201314402 is an urban neighborhood. The population is approximately 2,095 residents. The largest racial group is Asian at 43.5%, with a notable White population at 40.0%. The median household income is $72,708. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",asian,72708,middle,39.95226730310262,9.116945107398568,11.789976133651551,43.53221957040573,0.1793444650587507,commercial_mixed,Houston,real_data_v1,29.68819110513517,-95.40819438382924
2402,36081084601,"Neighborhood 36081084601 is an urban neighborhood. The population is approximately 2,799 residents. The neighborhood is racially diverse with no single majority group — Asian (35.8%), Hispanic (34.9%), White (19.0%). The median household income is $89,107. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,89107,upper_middle,19.042515183994283,6.18077884958914,34.869596284387285,35.83422650946766,0.068075117370892,commercial_mixed,New York,real_data_v1,40.66734192542777,-73.82178050246075
3592,6085508305,"Neighborhood 6085508305 is an urban neighborhood. The population is approximately 5,604 residents. The largest racial group is Asian at 56.4%, with a notable Hispanic population at 25.1%. The median household income is $113,040. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,113040,upper_middle,14.025695931477516,3.6937901498929335,25.08922198429693,56.40613847251963,0.0557788944723618,commercial_mixed,San Jose,real_data_v1,37.34009566520678,-122.03744231956348
3612,6085503338,"Neighborhood 6085503338 is an urban neighborhood. The population is approximately 4,092 residents. Approximately 68.1% of residents identify as Asian. The median household income is $250,001. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,250001,high,23.069403714565,1.24633431085044,5.376344086021505,68.1329423264907,0.080824088748019,commercial_mixed,San Jose,real_data_v1,37.27679013763818,-121.76967181948292
2620,6001444301,"Neighborhood 6001444301 is an urban neighborhood. The population is approximately 3,698 residents. The neighborhood is racially diverse with no single majority group — Asian (35.3%), White (35.2%), Hispanic (25.9%). The median household income is $184,583. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,184583,high,35.18117901568416,0.7571660356949702,25.85181179015684,35.34342888047593,0.0243697478991596,commercial_mixed,Oakland,real_data_v1,37.536519247422255,-122.057101706968
2596,6001405200,"Neighborhood 6001405200 is an urban neighborhood. The population is approximately 4,913 residents. The neighborhood is racially diverse with no single majority group — Asian (39.5%), White (36.9%), Black (13.8%). The median household income is $105,222. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,105222,upper_middle,36.881742316303686,13.84083044982699,6.208019539995929,39.466720944433135,0.1060842433697348,commercial_mixed,Oakland,real_data_v1,37.80527584264766,-122.24338842020391
3657,6085508706,"Neighborhood 6085508706 is an urban neighborhood. The population is approximately 4,079 residents. Approximately 62.2% of residents identify as Asian. The median household income is $198,250. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,198250,high,23.216474626133856,2.9173817112037264,7.354743809757293,62.22113263054671,0.0,commercial_mixed,San Jose,real_data_v1,37.369338372724734,-122.0059341563618
